Student ID	Cumulative GPA	Age	Total Course Credits
84806954	3.36	24	53
95843701	2.21	31	100
46705224	3.45	25	52
88170997	3.28	32	28
89044465	3.75	26	55
41983606	2.50	22	72
49834402	1.91	35	90
45192900	3.44	23	31
59313080	3.07	38	46
43735501	3.40	31	88
68890170	2.04	25	86
54180433	3.10	22	61
73242092	3.55	16	113
14525385	2.46	29	23
68654511	2.13	27	113
93968794	2.79	31	28
97517795	2.81	31	16
70093709	3.88	38	105
15828001	2.93	34	67
59287501	2.27	35	120
34020637	2.91	35	105
17084468	2.88	39	86
13413927	3.66	28	100
45888388	3.65	18	110
27509176	2.98	40	24
43510650	3.67	26	73
74784865	3.57	37	100
73642824	2.31	25	39
85159438	2.84	16	63
14623436	3.84	23	76
35977471	3.97	21	35
59752489	3.95	35	73
77247814	3.19	27	33
55217120	2.43	38	96
76069735	2.17	34	51
95761996	2.08	22	61
76916601	2.24	26	78
47290914	3.40	25	119
83385549	2.74	21	36
93353531	2.16	36	21
24307124	2.79	16	101
26676625	2.52	34	75
59860861	3.27	27	72
90919740	2.92	16	71
37182925	3.76	18	102
11316221	2.08	28	79
10894385	3.33	33	78
78980318	2.30	25	34
40099073	3.76	34	43
73911455	3.22	31	68
72471954	3.38	25	78
94027496	3.77	27	66
87663105	3.16	36	89
61173532	2.49	16	68
91111918	3.71	25	47
33599786	3.27	19	102
73368947	2.36	28	76
69392497	3.25	30	119
64723139	3.78	30	32
18516794	1.82	24	87
24646609	3.83	23	72
48119409	2.33	24	90
17039511	3.48	34	88
34650200	3.21	33	56
29726209	3.33	25	30
34511311	3.89	33	50
23311304	2.39	30	119
81644411	3.58	26	95
51002671	2.21	34	83
47097093	3.73	37	43
70101218	3.37	34	33
80414835	2.33	31	40
94213347	2.50	39	93
38914824	2.46	24	17
73676899	2.60	38	89
46765758	3.96	25	72
15172618	3.28	35	87
40793626	3.08	25	120
91694401	3.18	27	56
83928919	1.88	28	36
84829059	1.81	38	99
70138986	3.90	31	41
36472469	3.37	33	92
85208445	2.92	20	108
67971929	3.50	23	34
93078860	2.22	17	111
20052839	3.66	21	64
52043638	3.77	25	34
15568830	2.27	37	86
27223385	2.98	37	18
58775951	3.39	29	75
10069984	2.17	21	73
41145786	3.61	27	83
51149565	2.62	24	40
36485322	2.61	34	103
10050920	3.26	33	84
44340218	3.64	15	95
69377420	1.94	36	120
10418427	2.67	16	52
48023329	2.18	28	108
14466927	3.77	16	62
94322512	2.08	18	77
93569914	2.12	20	20
55717468	3.83	23	66
22616932	2.65	16	92
37313517	4.00	17	80
90143085	2.89	27	61
47505109	3.34	15	26
58382452	3.35	34	15
69771363	1.93	15	17
71669891	1.95	33	59
27306540	2.11	29	86
18633502	3.19	22	17
34051166	3.94	34	49
87120288	2.43	23	58
24415102	3.44	37	35
11693135	3.55	29	115
23297242	2.67	29	114
16186197	2.71	40	38
79330658	2.51	40	59
79892181	2.53	32	75
19669145	3.37	39	45
52829527	1.93	30	61
60871135	3.21	37	29
19286741	2.31	23	96
56647203	2.07	37	39
73066553	3.23	33	19
64873840	2.77	18	15
54862967	3.07	26	33
47450684	2.05	31	64
66391410	2.14	32	41
44073076	3.80	32	50
33055504	2.29	38	57
82260758	2.90	17	68
49000365	2.85	19	20
74481417	3.09	21	104
17355870	3.69	36	82
40034250	1.87	25	119
94662092	2.71	27	54
91228688	1.81	19	27
69386730	2.29	15	72
31347503	3.53	28	83
36579934	3.13	34	120
43199901	2.61	37	40
32689511	3.19	34	97
41232794	3.00	39	100
43411723	3.94	29	17
32178059	3.69	33	108
22006898	3.79	39	62
45506101	2.80	26	35
72049907	2.29	33	63
37758579	3.93	39	49
25944337	3.46	27	39
93844968	2.02	39	66
12960016	2.62	40	75
93313367	2.05	34	49
28558882	2.07	34	119
78060518	3.67	16	72
20999080	2.46	16	111
63808991	3.06	38	66
60642806	2.87	23	20
71018534	2.10	35	80
68786382	2.88	17	110
72798680	2.35	30	89
23984746	2.15	26	115
95555487	3.38	15	47
79260592	2.42	19	111
80899371	2.46	38	20
78557861	1.88	17	84
65857914	2.65	38	101
45167802	3.35	20	120
23175924	1.90	30	25
73196841	1.89	26	118
22635271	2.43	17	16
64445969	2.25	33	67
17011221	3.18	27	55
78859619	2.62	27	60
38134542	3.49	18	65
47928590	3.38	17	27
27913849	3.18	32	94
13061501	3.36	31	50
53253056	2.97	19	50
45699400	2.58	40	74
23202910	3.20	30	46
44576466	2.83	31	71
48453893	3.38	30	106
63983796	3.61	30	111
54386008	1.97	38	74
68834085	3.29	39	24
92978926	3.01	32	102
33324079	3.56	18	64
13140680	2.62	37	68
50788119	3.95	24	26
58085076	3.46	24	107
58706470	2.88	33	66
87765260	2.35	16	48
32808639	2.86	17	95
46734310	2.99	33	81
37835427	2.53	39	45
68975714	2.31	34	110
16670707	2.72	16	85
68960103	3.57	32	87
21766896	2.36	37	26
40799532	1.99	16	89
23258452	3.35	21	41
50112824	3.21	17	19
22846025	2.06	15	49
15540406	3.38	24	28
83332483	1.96	21	107
28971482	2.79	17	68
36996598	3.62	33	34
17933576	2.37	15	78
94678870	2.06	35	69
49584883	3.00	28	86
43714439	2.00	23	96
79902832	3.14	19	27
23317469	2.56	21	48
77879862	3.88	15	119
99861068	2.09	39	25
42814522	2.21	40	79
45626902	2.82	29	69
51836868	2.16	28	19
69068337	3.84	25	33
62146206	1.82	34	35
81327062	1.99	39	70
88272964	2.76	16	62
67716778	3.29	26	55
75534274	3.50	29	116
90201232	3.54	30	75
34621508	4.00	39	81
63404939	3.90	15	113
21341803	2.32	40	100
30114441	3.60	30	39
51143822	2.41	33	78
24550635	3.24	40	72
24606785	1.81	27	68
85288375	1.89	33	43
10554657	3.67	34	93
34573340	3.03	34	38
85629078	2.88	20	107
45994361	3.41	27	107
26375915	2.63	34	44
67750379	3.61	17	101
57988415	3.00	18	20
21081729	2.93	15	44
13978480	3.63	15	40
41395197	3.58	17	61
75985077	3.19	23	86
98763196	2.61	18	85
54839596	3.06	16	78
13502302	2.77	38	47
60449169	2.42	38	111
63764669	2.96	15	83
48716101	3.81	24	106
57165761	3.20	20	34
87559245	3.11	22	61
87554788	2.71	32	27
67070977	2.39	37	78
68561407	3.63	25	114
56285581	3.46	31	106
50117587	2.54	21	24
63912912	2.82	33	54
96735566	2.02	22	113
49544484	2.40	38	112
25930284	2.62	15	103
86654304	2.50	38	32
63751006	3.30	34	49
81292682	2.06	31	115
78233595	3.45	30	51
51189976	3.83	40	65
75016147	2.27	20	44
46237782	2.36	37	49
35714909	1.94	18	87
16808498	3.42	17	85
67683357	1.83	22	27
39514616	3.93	26	114
71915400	1.92	34	92
48072111	3.48	39	75
64393876	3.06	36	89
37509627	3.07	18	77
16876555	2.52	19	82
96834141	3.72	23	118
22791277	2.37	22	85
97299439	3.36	27	80
67781572	2.07	16	113
95606881	3.69	16	41
63722265	1.98	22	98
30512053	3.21	26	78
48710506	2.67	25	83
11178347	2.24	37	80
96340025	1.82	30	116
28728269	3.67	27	66
41613713	2.70	23	41
96571632	3.09	23	42
43037121	2.68	33	79
78983564	3.77	19	100
22706723	2.15	17	49
40168632	1.84	40	81
64222135	2.10	32	40
78945088	2.81	16	65
98230398	3.31	35	53
52433531	2.77	24	91
63989191	3.67	32	69
21448325	2.89	25	39
51976812	3.85	34	19
70663562	3.28	24	102
19347436	3.07	22	56
84105136	2.90	27	80
81048088	2.75	25	104
41263613	3.14	15	48
72310893	2.28	25	20
17850063	2.53	24	70
54404948	3.39	22	96
95153666	3.61	34	96
66934065	3.63	25	80
98369671	2.00	24	68
38842746	3.96	18	75
57252417	2.40	34	107
21192967	3.14	40	113
97860147	2.12	20	68
54067654	3.83	35	48
77824431	2.30	22	67
53442081	2.72	37	86
17421665	3.47	27	62
39718243	1.98	21	105
53567563	2.62	32	56
25043539	3.55	19	75
66185970	2.20	32	69
36759175	2.40	30	90
34558164	2.97	29	97
76356771	3.76	40	77
37209350	3.05	26	67
80844072	2.56	40	44
94833680	2.47	36	87
65720729	2.23	34	118
34691340	2.70	36	35
36197027	2.52	39	59
68161617	3.53	21	115
99668338	3.75	40	27
12538004	3.14	28	78
64350152	3.22	30	86
56540855	2.28	35	52
70642465	2.49	22	54
92414167	3.61	16	86
15846123	2.09	24	22
89254649	3.02	20	115
42548001	3.91	22	61
83673508	2.43	29	87
73468227	2.43	16	55
84982112	3.69	28	82
77264193	2.53	38	119
14224424	2.69	32	35
10221038	3.73	39	64
94571924	1.87	16	17
73496739	2.29	38	44
50845243	2.12	40	45
74968286	2.72	39	52
30931842	2.70	25	111
82307006	2.91	15	15
83725915	2.60	24	113
76250625	3.42	34	79
56376565	2.57	38	102
53387763	3.27	27	61
70974164	2.81	24	102
33463612	2.61	36	98
47241313	2.85	19	48
16374249	2.21	19	108
53843808	3.14	16	33
12630333	3.96	37	46
27345833	2.35	28	86
53617955	3.92	39	58
25774726	2.03	29	16
65078924	3.01	30	110
49296876	3.59	31	77
17213154	2.06	36	70
89557349	2.42	22	48
93664649	3.07	34	35
84812238	2.38	34	34
24736325	3.71	31	26
15163021	1.94	31	119
40273463	1.86	16	94
45404653	3.65	38	20
53524944	3.80	32	21
59305523	2.88	26	19
97480068	2.33	29	51
38344912	2.53	22	96
70933464	3.16	30	53
66102679	3.68	35	47
80423347	1.96	40	110
27311470	2.41	26	93
77565466	2.86	15	80
65580249	3.62	33	74
21793104	3.81	16	49
13681498	3.92	24	55
76496545	2.38	27	112
75075642	3.07	16	118
73392979	3.72	29	77
12788575	1.94	31	37
23439289	1.89	15	37
16581978	2.70	39	81
30027871	2.65	40	57
34717530	2.16	19	117
29012837	2.25	34	81
69170539	2.98	26	26
46507343	3.72	38	86
96123283	1.81	29	46
12781111	2.27	39	19
65781988	2.51	18	40
10216265	3.40	36	44
26755477	2.89	33	104
61051862	3.12	25	17
32737785	3.16	22	102
97807511	3.82	17	77
75266458	2.16	32	43
94827705	3.90	18	60
85721004	2.71	19	89
53024389	1.83	33	83
45787649	3.61	19	72
29004693	3.17	34	112
92605964	1.83	35	106
48576179	2.91	36	23
22264979	2.63	29	87
20298091	3.22	31	19
97419754	3.09	38	110
88418421	3.48	32	15
28267056	1.88	38	55
39320877	2.20	40	22
70055167	2.29	29	115
62955682	2.29	23	103
79943729	3.57	26	32
57518851	2.73	30	18
26188083	2.91	28	95
59724909	3.46	17	22
36799905	2.57	23	106
28328125	2.10	19	60
84081113	2.40	29	17
98654035	3.27	40	115
59176323	2.36	40	15
66530146	3.77	23	115
91930799	3.45	30	110
65619609	2.40	27	60
25807726	3.40	30	34
82083688	3.90	16	64
32435868	3.97	23	113
37548269	2.35	38	77
50311634	3.55	17	115
18788786	1.98	22	120
92092060	3.61	31	55
21282881	2.53	21	72
42372830	3.87	33	43
30014056	2.78	31	120
76808523	2.04	19	119
43245345	2.64	33	51
69166528	3.33	29	29
92619223	3.16	18	94
11373419	3.55	40	17
44155483	2.86	34	90
29434717	4.00	30	75
74612324	2.43	33	119
31541311	2.83	26	40
42612430	2.03	40	66
34129233	3.55	38	68
26439228	3.76	34	65
97832379	3.28	28	98
74019886	3.78	19	75
75483187	3.96	22	37
22379168	3.30	23	15
70287213	1.81	29	15
77616739	2.22	35	88
26920913	3.61	20	92
82510198	1.81	31	61
63078091	3.08	27	44
21742075	3.43	17	94
53956843	3.29	19	39
61543527	3.25	17	112
17964384	3.50	31	62
42033887	1.97	24	81
48243973	3.34	21	81
56650483	1.81	20	71
97354110	3.05	23	60
16976429	3.14	33	56
38195890	3.41	34	67
48574868	2.04	19	113
52595809	2.80	21	51
65926963	3.27	25	118
12776103	3.48	18	72
10727281	3.60	38	107
49075939	2.27	18	32
23538116	2.28	29	66
90918577	2.22	29	39
41111488	2.58	39	30
94429746	2.37	30	81
99258782	2.45	23	115
15188215	3.57	25	61
30592886	3.41	23	17
57610798	2.40	23	103
96329165	3.43	23	18
91007469	3.87	24	90
13951508	3.75	16	33
91744698	3.23	35	99
68757164	3.34	40	106
25248214	2.93	31	27
47764610	2.32	20	64
28796502	3.77	21	112
91504621	3.84	22	16
92895436	2.47	37	41
36668680	2.69	26	49
14027721	1.81	19	91
75982521	3.31	40	31
25699910	2.54	34	38
38162491	2.90	38	92
42860925	2.67	32	21
13086788	2.24	38	49
30128058	3.03	29	45
19009645	3.75	28	48
50196317	3.86	35	34
69188100	2.54	20	49
98258809	1.92	38	87
88149736	2.25	25	15
78172112	3.22	19	57
16563944	2.93	21	90
53747243	3.71	33	82
78683387	2.89	33	105
29089785	2.73	27	107
22850511	2.87	18	103
40138592	3.20	33	88
99806577	3.67	21	108
96100086	3.40	17	75
54933086	3.70	17	99
62735238	2.58	32	20
62342697	2.58	29	20
12131160	3.83	21	97
15387901	2.51	18	75
37351146	2.98	18	113
31875376	3.74	30	103
94366524	2.42	20	96
53368836	3.47	38	94
23969768	3.25	37	113
51148709	2.05	38	66
91664001	2.80	25	114
65913998	3.63	40	98
86254495	3.97	19	40
47835100	2.22	15	37
14196943	2.00	18	27
32128675	3.35	35	28
68643136	2.66	21	54
20967698	3.28	20	43
95562080	2.77	39	63
18416131	2.73	38	93
27503100	3.83	26	97
87941504	3.58	34	114
61257441	3.93	40	23
17205292	2.78	27	26
82755157	3.61	16	80
90615564	2.86	38	55
47182763	2.16	37	50
40726790	2.04	32	75
31567824	3.79	40	99
28180654	2.62	40	120
48564456	3.47	22	54
36922573	3.38	33	20
24571121	2.31	32	106
54566856	2.54	19	69
43117843	3.18	15	116
16993825	2.83	37	84
32843928	2.20	25	111
41410955	3.89	26	112
22689281	2.88	30	52
63730223	3.22	17	57
52778779	2.56	34	70
94332463	2.96	18	25
32315337	2.34	40	65
57604494	2.59	39	57
96805205	3.03	32	82
56147243	3.77	34	106
69571711	2.17	24	61
48252667	3.79	20	36
20336976	3.23	36	17
35893988	2.77	16	30
99591240	2.89	38	43
78918461	2.99	15	87
22834621	2.33	39	89
13298312	3.48	35	55
72900330	3.43	31	72
91709926	2.15	39	20
13492832	2.93	19	116
19479411	2.39	23	21
29765231	3.37	26	95
61946041	3.87	32	116
15466665	2.92	40	35
14873015	3.30	26	47
84585349	3.50	19	112
24522349	3.19	34	93
51913076	1.88	40	103
82053325	2.47	39	84
98328449	2.59	35	91
17863096	3.35	39	102
76472333	3.93	17	39
15942660	2.78	33	46
26882507	3.69	21	111
39029077	3.91	23	45
93661698	3.29	19	31
39674046	3.41	30	63
82755231	3.10	39	66
15185205	1.82	37	28
37692473	3.18	17	81
61221639	2.09	22	115
50652071	2.24	16	54
85365712	3.70	19	109
44710324	2.38	25	65
16427269	3.82	34	115
94264447	3.74	21	102
90078864	3.08	38	95
39185498	2.29	21	74
37798285	3.79	18	75
15755333	3.46	33	54
63307037	3.87	24	99
41117163	3.10	25	99
99367075	3.98	23	87
30856564	3.71	16	65
12965231	3.36	25	36
90243378	3.11	23	78
48914882	2.76	32	103
44154273	3.83	19	56
26571289	3.17	23	97
18893206	2.00	15	58
25301345	1.89	24	70
16539154	1.94	16	53
43393607	3.27	34	69
66627537	3.69	33	56
29346089	1.97	33	42
29921637	3.97	28	118
19791091	2.29	39	32
24558648	2.20	15	87
55247982	3.63	22	80
60166173	3.66	21	52
47118854	3.24	31	74
56368428	2.15	15	87
53496726	1.89	31	36
39516861	3.00	23	52
93792068	1.94	25	82
71231745	3.35	15	42
91265029	2.01	17	62
53792115	3.89	15	57
55559267	1.87	17	99
64358938	3.93	23	41
28698010	3.52	16	34
54234918	3.37	28	19
21505563	3.62	35	42
59663774	3.18	22	66
75921306	3.32	28	91
72288053	3.33	28	69
26396199	3.27	18	31
62567765	3.67	20	53
24057030	3.15	37	112
61940270	2.29	19	67
23301380	3.51	16	116
88491390	2.43	21	60
83153456	2.02	22	16
54097903	1.93	24	62
97596625	3.75	38	110
27834651	2.08	28	81
32460696	3.22	24	38
75822161	2.12	22	69
95246481	3.48	36	86
80530126	2.76	36	26
49393552	1.84	18	27
31071283	2.04	39	98
84185747	2.08	26	20
72153034	3.66	28	72
95670181	2.66	38	70
25943716	3.18	25	24
54772294	3.25	23	51
90983787	2.61	22	69
87319311	3.69	26	109
90055153	1.81	33	99
24919104	3.91	22	46
68037820	2.41	19	111
65273701	3.44	31	66
72801184	2.21	19	52
72487420	3.22	32	72
18528197	1.95	16	98
15224828	3.09	36	90
29283570	3.95	31	86
24325799	3.32	35	54
31507913	2.68	27	40
95957812	2.20	38	74
61417684	2.33	21	36
48471924	1.82	18	36
12854738	3.72	17	119
19857430	2.59	38	49
83700487	3.62	19	92
52806711	2.36	19	91
30831525	3.65	32	101
45004897	3.89	35	84
17154500	3.54	24	28
92935789	2.88	22	48
46277697	3.71	28	67
49708103	2.48	36	55
49214725	2.10	23	67
12917298	1.88	29	75
87476732	3.69	19	22
13987356	2.42	30	32
14961049	2.69	34	90
21267424	2.51	33	19
56761706	2.68	18	39
81931898	3.62	20	86
93811785	3.33	31	71
59070040	2.18	34	89
92584721	2.16	28	37
77843105	3.02	32	71
25202424	3.10	15	46
66568276	1.97	24	24
92381334	2.20	27	118
93049260	3.62	17	94
94398678	3.71	33	65
88254210	2.35	37	39
90124590	3.60	31	79
93023523	3.96	18	83
70652965	2.01	21	38
94256638	3.62	29	72
58626382	3.54	37	58
65377926	3.57	30	57
13691962	2.94	29	39
51121099	4.00	40	24
51164540	3.22	37	40
21216668	3.59	17	80
41555833	2.74	30	107
33116596	3.55	36	91
96282527	2.20	26	81
91920376	3.35	17	46
95572847	2.49	38	41
37092948	2.24	33	34
73178074	2.43	23	113
75860088	3.69	23	118
37390771	3.84	39	82
13590447	2.23	29	109
55658768	3.58	38	82
42449393	2.27	36	85
57955163	2.95	25	40
85605867	2.05	28	84
28675756	3.99	21	57
32417934	2.13	36	64
89009094	2.45	17	113
13059879	2.96	31	35
75817297	2.78	31	29
88445291	4.00	37	77
12492734	3.67	39	31
23402554	3.56	34	110
20761581	2.06	26	38
82060020	3.43	15	69
53421330	3.06	26	30
79147170	3.48	38	115
17814287	2.88	34	15
24548361	1.86	36	57
90462566	2.26	22	39
40250563	3.37	37	66
96111548	2.50	35	49
71172738	2.64	39	61
53762476	2.97	19	102
48137282	3.23	26	53
75492078	3.43	24	20
14249623	3.24	28	33
64657161	2.86	25	115
33466361	3.93	19	71
47695318	3.37	16	98
69410047	3.57	34	44
46889875	3.35	24	45
91345861	2.44	29	98
80361556	3.20	34	79
97305377	2.40	19	114
58996175	2.87	15	42
86771719	2.57	18	103
69301999	3.97	30	40
72477707	3.22	16	48
10210159	3.34	32	62
86937162	3.41	38	83
29121226	3.26	17	60
38235410	3.42	21	29
18704061	2.25	25	24
22705327	1.95	28	77
93490509	3.68	33	96
54376420	2.60	24	57
93043015	3.75	26	86
80581041	3.69	31	42
71153190	3.28	34	109
13780675	3.11	15	60
86599063	3.42	25	72
15216103	3.40	21	53
65865668	2.94	40	83
96234335	1.98	28	76
29301262	3.97	24	18
69844574	3.97	23	118
70324569	3.14	32	34
51850878	2.67	38	91
24656867	2.29	20	19
86583446	2.74	32	44
67874014	3.15	22	118
82022957	3.71	26	106
40255835	3.97	17	79
81169075	2.45	35	20
69539641	3.96	15	80
65516525	2.83	20	105
88999939	3.10	36	53
84671700	2.39	19	75
20794289	3.32	28	113
34732547	1.85	22	84
37478010	3.76	21	102
18675526	2.80	32	58
14387355	2.85	20	79
70376231	3.48	38	70
24541251	2.31	27	38
63707714	2.73	40	56
74578874	3.64	33	119
88144073	2.01	21	31
97689722	3.97	33	49
65907689	2.59	16	112
40089251	3.05	22	54
50764597	1.80	29	19
66398780	3.75	21	44
32759484	2.75	26	95
83350462	2.33	16	48
64913229	2.96	29	107
96689872	2.65	33	86
33157370	2.47	36	65
60525145	3.49	37	51
71516056	3.59	16	92
50517291	3.55	27	22
60715614	2.13	18	119
21175743	3.35	34	20
11020673	2.57	20	47
14884078	2.86	29	112
20098075	3.35	29	103
79204251	3.88	25	116
98553945	3.43	22	48
13137009	2.13	15	85
56115400	3.70	35	83
80870143	3.40	27	19
55361281	3.84	31	108
96705796	2.41	29	33
37553755	3.45	27	108
65952762	3.44	15	84
97238745	2.33	22	68
35525182	3.44	40	42
25472013	2.99	17	106
72720399	2.61	31	97
17503663	3.14	39	118
87683126	3.61	24	74
19983184	2.37	31	118
94925242	1.80	21	109
48077821	2.73	34	107
27238937	2.40	35	36
71342590	2.99	22	25
87970651	2.23	35	65
25322572	3.88	22	98
30677860	1.87	36	81
31415169	3.48	38	89
22714257	1.84	19	31
73167661	3.61	34	44
42208347	3.29	30	79
39592975	2.71	40	32
84411080	3.90	18	85
86401086	3.13	31	86
31428291	2.66	18	53
66044464	3.95	32	74
51849241	2.58	15	35
70287095	2.74	27	92
80638921	2.06	38	104
46882035	1.88	38	84
60384778	1.96	40	32
28674925	2.72	22	42
51378114	2.20	39	72
32874857	2.14	36	93
13876547	2.44	32	37
34562439	1.95	19	53
59140260	2.81	32	54
80227551	1.88	22	97
59891818	1.95	20	105
51958928	2.69	26	68
10323055	3.03	23	84
53531645	2.07	34	42
34191516	3.71	21	114
80315629	3.39	20	97
96179625	2.49	32	104
93645456	2.62	38	66
88146557	3.15	32	16
14652854	3.94	29	72
74335504	3.30	31	34
22722803	3.98	17	75
42501048	3.57	32	17
91044773	2.26	33	25
20947199	2.12	34	70
20570956	2.80	18	118
59394888	2.95	25	70
40429914	3.93	39	52
57593710	2.29	20	67
61206214	2.13	26	67
80837347	2.81	40	100
28032560	3.12	17	47
95724283	2.20	24	100
82825699	2.03	30	15
41975453	3.21	21	93
62431373	1.96	24	119
42483014	2.27	34	54
71771335	2.05	17	61
53881661	2.53	20	58
86765704	2.47	22	84
13785557	3.52	16	90
81177626	3.80	30	25
18238749	2.83	31	79
86598059	2.71	22	27
24064554	3.96	18	81
14103346	3.27	30	17
64973967	3.78	30	18
69794746	2.59	29	116
67390820	3.09	32	38
51198710	3.72	24	88
97910160	1.96	28	115
82869946	2.01	16	33
23354801	2.32	37	35
45163372	3.90	19	62
64198168	3.31	31	81
11337815	2.69	22	55
70017469	1.84	37	91
27377194	2.27	23	82
59613404	3.04	27	103
79114015	1.87	34	114
75118515	2.39	19	93
35148165	3.84	25	66
52177456	3.82	29	75
39098596	1.89	28	105
95872516	3.67	36	24
77610004	3.15	17	29
65087327	3.68	28	19
93513209	2.57	38	65
75550019	2.25	20	30
74064486	2.26	23	41
55559334	2.17	39	114
42223573	2.80	32	67
84618692	2.07	31	33
60008704	3.88	27	16
53834738	1.86	25	91
38916318	3.39	22	49
48693002	2.78	40	111
52975752	3.57	18	102
86310820	3.14	25	51
59978476	2.89	26	15
14242055	2.87	24	100
77810841	3.15	33	80
22359020	2.88	31	112
17220124	3.12	29	55
21745525	2.01	16	65
99316298	3.28	28	61
84359387	3.85	40	108
54853664	3.20	34	88
12705525	3.94	31	55
99442904	3.49	17	71
85082545	2.49	17	113
78269709	2.12	16	54
44525648	2.26	30	98
42593044	3.48	35	86
69286835	3.79	28	83
97652422	3.27	28	83
39164218	3.09	19	32
97378813	2.94	30	51
74999853	2.02	24	91
52773435	3.78	23	89
87794654	3.67	19	54
47528269	1.97	23	85
94681533	2.59	22	95
77374068	2.04	39	97
71201606	2.38	17	120
58169579	3.79	25	49
66400551	2.90	28	119
54733364	2.52	22	31
12135704	3.42	16	16
27276603	3.95	23	111
17317812	2.75	27	84
18660112	2.81	28	79
46444062	2.74	20	52
57246599	2.83	30	83
31678226	3.13	38	90
86623605	3.60	23	31
23945629	3.29	37	119
66520873	2.26	31	73
15421842	3.26	28	63
53065482	3.33	33	42
57424224	3.77	30	75
38983859	3.88	30	102
59301010	2.90	38	63
47484351	3.52	18	70
98070949	3.37	22	23
23382558	3.78	21	46
16228784	3.12	27	96
87495835	2.86	31	31
49644013	2.99	28	59
30363917	2.78	33	37
44083490	2.44	26	19
58885711	3.18	36	103
35085656	2.71	38	72
94182079	2.36	31	54
23363794	2.49	21	120
73369532	3.03	27	72
96667364	2.66	23	65
68042650	1.86	28	46
49250439	1.83	29	27
63026248	3.84	31	35
11062540	1.89	16	109
91357834	3.23	17	36
72814632	3.04	30	20
11210665	2.43	31	34
28080078	3.82	35	71
76391849	3.71	16	33
71881367	2.55	37	79
60282179	2.57	34	109
87610568	2.41	23	117
36051035	3.97	18	25
72789491	2.97	36	86
24176534	3.47	31	38
37616631	2.00	38	101
69372691	2.02	36	20
68362644	2.76	29	34
97220733	2.97	17	45
56775254	3.38	19	111
50615779	3.93	35	89
75707268	3.95	34	17
24074207	3.39	39	73
13942480	1.82	24	27
84599522	2.64	30	28
86925750	1.92	40	55
56020185	3.18	36	59
63335731	1.86	32	102
47113276	3.10	39	77
39495518	1.84	32	107
77829283	3.75	40	38
83437616	2.68	27	75
50819350	3.99	17	98
46611328	2.29	35	57
45686008	3.92	29	26
27327740	1.84	29	37
10719966	1.89	16	103
22247128	2.62	29	84
88994211	2.82	33	87
30040743	2.15	40	109
47719936	3.62	18	76
96171134	3.07	22	100
35275165	2.85	40	42
35368288	2.71	28	44
87472594	3.03	15	22
44117486	2.37	35	42
78918081	3.73	19	23
82498381	2.84	22	83
14997807	1.89	27	115
98425924	3.11	22	32
95241524	2.06	38	78
54178289	3.73	25	23
45134211	3.71	30	108
34217746	2.22	21	90
67979964	2.31	40	113
18146953	3.40	21	111
55224688	2.28	27	72
92868338	2.51	16	103
52720478	2.64	27	42
95820838	3.28	35	45
22544926	3.25	23	62
45275328	2.44	28	64
30493578	3.76	24	108
27276170	3.49	36	33
25603517	3.82	35	86
64650384	2.09	27	38
90060994	1.89	30	91
54512648	3.09	31	68
49330306	1.85	21	70
84892114	2.54	35	78
37742062	3.50	16	59
52349796	3.62	17	40
71257117	3.03	23	27
91813488	3.52	17	108
72715240	3.20	15	82
99916161	3.42	30	98
67500489	2.32	27	101
44798246	3.66	29	45
37549524	2.16	18	80
91655732	3.75	26	75
44635697	3.29	39	78
85163894	3.01	18	18
82080803	2.30	40	46
84973707	3.17	23	32
83688129	1.80	17	73
23890041	3.83	38	80
22735709	3.63	23	29
43167230	2.17	38	55
98118903	2.16	35	38
11557461	1.92	30	98
22389167	2.02	15	64
51009261	3.73	28	22
22404349	2.89	17	81
71869847	3.73	18	104
31966750	2.80	18	84
77382517	2.50	31	34
23388583	1.92	33	71
86884682	3.80	38	83
60789483	2.55	40	69
13596559	3.28	19	99
71253536	2.27	20	49
22718767	3.55	19	95
58574621	3.57	23	71
69891897	3.54	18	96
11337677	3.46	26	86
77420858	3.42	36	54
46656219	3.93	30	74
64438178	2.50	34	90
92448564	3.56	31	78
91725704	2.63	20	26
82545105	2.22	19	77
89972866	2.42	35	100
22076130	3.71	15	19
95749089	3.59	34	103
34895020	3.89	32	90
37057349	2.34	16	75
86125488	2.10	18	93
68453458	3.88	25	106
93436731	2.67	17	51
75121953	3.26	36	20
29321143	3.04	20	63
27882238	3.08	29	22
18264752	2.72	21	97
97045725	2.04	37	53
78162648	2.63	25	51
78881085	2.87	37	80
41893392	2.29	20	72
65932303	3.35	35	74
18553340	3.97	27	107
25544321	3.12	15	40
20589267	3.35	35	85
73107517	2.84	20	117
74053288	1.88	19	82
50618728	3.55	40	21
81602292	3.64	22	25
88063328	2.65	31	87
72537816	2.49	39	80
47019250	3.92	19	46
54307208	2.17	40	71
17140700	2.54	32	112
24824722	2.16	30	34
89998032	3.08	29	40
73832891	3.06	17	72
80647449	1.85	36	27
58472793	3.47	18	56
95709856	2.49	20	89
52393424	2.82	26	77
28390187	3.60	30	65
22175109	3.15	33	40
91429951	2.73	24	72
62022824	2.69	24	40
62730341	2.02	19	38
99777554	3.75	16	87
77094190	3.97	39	120
79949317	2.42	38	42
59981328	3.77	20	47
46356727	3.06	22	29
15945737	2.62	22	51
70158143	3.01	30	47
96831715	2.69	32	34
